entry_id,raw_text,surname,first_name,first_name_expanded,suffix,occupation,relationship_type,related_to_name,age,origin,descriptor,additional_persons,additional_persons_count,entry_type,confidence,flags
1939,"Huston, John – print cutter, Eng.",Huston,John,John,,"print cutter, Eng",,,,,"print cutter, Eng.",,,named,high,
1940,"Hutchinson, James – physician",Hutchinson,James,James,,physician,,,,,physician,,,named,high,
1941,"Hutchinson, James' child & apprentice",Hutchinson,,,,,child,James,,,,apprentice,,named,high,
1942,"Huter, John's child",Huter,,,,,child,John,,,,,,named,high,
1943,"Hutman, George – hairdresser",Hutman,George,George,,hairdresser,,,,,hairdresser,,,named,high,
1944,"Hutman, Rebecca – a child",Hutman,Rebecca,Rebecca,,a child,child,,,,a child,,,named,high,
1945,"Hynin, Mary",Hynin,Mary,Mary,,,,,,,,,,named,high,
1946,"Hyser, William – painter, Ger.",Hyser,William,William,,"painter, Ger",,,,,"painter, Ger.",,,named,high,
1947,"Hyson, Maria – Germ.",Hyson,Maria,Maria,,Germ,,,,,Germ.,,,named,high,
1948,"Ifkin, James",Ifkin,James,James,,,,,,,,,,named,high,
1949,"Ilett, Peter",Ilett,Peter,Peter,,,,,,,,,,named,high,
1950,"Infell, Mary – dau. of John",Infell,Mary,Mary,,dau. of John,,,,,dau. of John,,,named,high,
1951,"Ingles, John, - merchant of Yorkshire",Ingles,"John,","John,",,merchant of Yorkshire,,,,,merchant of Yorkshire,,,named,high,
1952,"Inglis, Joseph's wife – carter",Inglis,,,,carter,wife,Joseph,,,carter,,,named,high,
1953,Ingliss – storekeeper,Ingliss,,,,storekeeper,,,,,storekeeper,,,named,high,
1954,"Inkson, John – apprentice",Inkson,John,John,,apprentice,apprentice,,,,apprentice,,,named,high,
1955,"Irvine, Joseph",Irvine,Joseph,Joseph,,,,,,,,,,named,high,
1956,"Irvine, Oliver – hatter",Irvine,Oliver,Oliver,,hatter,,,,,hatter,,,named,high,
1957,"Irwin, Jacob",Irwin,Jacob,Jacob,,,,,,,,,,named,high,
1958,"Irwin, Mrs.",Irwin,Mrs.,Mrs.,,,,,,,,,,named,high,
1959,"Irwin, Sarah]",Irwin,Sarah],Sarah],,,,,,,,,,named,high,
1960,Iskin – see Ifkin,Iskin,,,,see Ifkin,,,,,see Ifkin,,,named,high,
1961,"Jacks, Robert – schoolmaster",Jacks,Robert,Robert,,schoolmaster,,,,,schoolmaster,,,named,high,
1962,"Jacks, Robert – shoemaker",Jacks,Robert,Robert,,shoemaker,,,,,shoemaker,,,named,high,
1963,"Jackson,",Jackson,,,,,,,,,,,,named,high,
1964,"Jackson, daughter",Jackson,daughter,daughter,,,,,,,,,,named,high,
1965,"Jackson, David",Jackson,David,David,,,,,,,,,,named,high,
1966,"Jackson, Diana's child",Jackson,,,,,child,Diana,,,,,,named,high,
1967,"Jackson, James",Jackson,James,James,,,,,,,,,,named,high,
1968,"Jackson, John – drayman",Jackson,John,John,,drayman,,,,,drayman,,,named,high,
1969,"Jackson, Joseph's child",Jackson,,,,,child,Joseph,,,,,,named,high,
1970,"Jackson, Thomas",Jackson,Thomas,Thomas,,,,,,,,,,named,high,
1971,"Jackson, widow of Wilmington",Jackson,,,,,widow,of Wilmington,,,,,,named,high,
1972,"Jacob, George's wife",Jacob,,,,,wife,George,,,,,,named,high,
1973,Jacobs -  Nicholas' son,Jacobs -  Nicholas' son,,,,,,,,,,,,named,high,
1974,"Jacobs, George – blacksmith",Jacobs,George,George,,blacksmith,,,,,blacksmith,,,named,high,
1975,"Jacobs, John – painter",Jacobs,John,John,,painter,,,,,painter,,,named,high,
1976,"Jacobs, John – porter",Jacobs,John,John,,porter,,,,,porter,,,named,high,
1977,"James, Jocob",James,Jocob,Jocob,,,,,,,,,,named,high,
1978,"James, Margaret, a chld",James,Margaret,Margaret,,a chld,,,,,a chld,,,named,high,
1979,"James, Martha",James,Martha,Martha,,,,,,,,,,named,high,
1980,Jameson – labourer,Jameson,,,,labourer,,,,,labourer,,,named,high,
1981,"Jamison, Edward",Jamison,Edward,Edward,,,,,,,,,,named,high,
1982,"Jamison, Helena",Jamison,Helena,Helena,,,,,,,,,,named,high,
1983,"Jamison, John – cooper",Jamison,John,John,,cooper,,,,,cooper,,,named,high,
1984,"Jamison, Matthew",Jamison,Matthew,Matthew,,,,,,,,,,named,high,
1985,"Jamison, William – tailor",Jamison,William,William,,tailor,,,,,tailor,,,named,high,
1986,"Jamison, William's child",Jamison,,,,,child,William,,,,,,named,high,
1987,"Jamison, Wm. – carpenter",Jamison,Wm.,William,,carpenter,,,,,carpenter,,,named,high,
1988,"Janus, daughter of Dr. Janus",Janus,,,,,daughter,Dr. Janus,,,,,,named,high,
1989,"Jarman, John Jun.",Jarman,John .,John .,Jun,,,,,,,,,named,high,
1990,"Jason, Martha – spinster",Jason,Martha,Martha,,spinster,,,,,spinster,,,named,high,
1991,"Jauck, John – bruchmaker",Jauck,John,John,,bruchmaker,,,,,bruchmaker,,,named,high,
1992,"Jeffry, William",Jeffry,William,William,,,,,,,,,,named,high,
1993,"Jenkins, Samuel, son of John",Jenkins,Samuel,Samuel,,son of John,son,,,,son of John,,,named,high,
1994,"Jennings, Jacob – storekeeper",Jennings,Jacob,Jacob,,storekeeper,,,,,storekeeper,,,named,high,
1995,"Jenny, John – ship carpenter",Jenny,John,John,,ship carpenter,,,,,ship carpenter,,,named,high,
1996,"Jobards, Elizabeth – a widow",Jobards,Elizabeth,Elizabeth,,a widow,widow,,,,a widow,,,named,high,
1997,"Jobb, John – painter",Jobb,John,John,,painter,,,,,painter,,,named,high,
1998,"Jobb, Joseph – stocking weaver",Jobb,Joseph,Joseph,,stocking weaver,,,,,stocking weaver,,,named,high,
1999,"Jobline, John",Jobline,John,John,,,,,,,,,,named,high,
2000,"Jodon, Hannah",Jodon,Hannah,Hannah,,,,,,,,,,named,high,
2001,"Jodon, Peter",Jodon,Peter,Peter,,,,,,,,,,named,high,
2002,"Johnes, Charles – conveyancer",Johnes,Charles,Charles,,conveyancer,,,,,conveyancer,,,named,high,
2003,Johnson wife and child,Johnson wife and child,,,,,,,,,,,,named,high,
2004,"Johnson, Barney",Johnson,Barney,Barney,,,,,,,,,,named,high,
2005,"Johnson, Catharine's child",Johnson,,,,,child,Catharine,,,,,,named,high,
2006,"Johnson, Francis",Johnson,Francis,Francis,,,,,,,,,,named,high,
2007,"Johnson, James",Johnson,James,James,,,,,,,,,,named,high,
2008,"Johnson, John",Johnson,John,John,,,,,,,,,,named,high,
2009,"Johnson, Jonas – tavern keeper",Johnson,Jonas,Jonas,,tavern keeper,,,,,tavern keeper,,,named,high,
2010,"Johnson, Margaret – a widow",Johnson,Margaret,Margaret,,a widow,widow,,,,a widow,,,named,high,
2011,"Johnson, Mary – servant",Johnson,Mary,Mary,,servant,servant,,,,servant,,,named,high,
2012,"Johnson, Mary – widow",Johnson,Mary,Mary,,,widow,,,,,,,named,high,
2013,"Johnson, Robert – baker",Johnson,Robert,Robert,,baker,,,,,baker,,,named,high,
2014,"Johnson, Robert – Physician",Johnson,Robert,Robert,,Physician,,,,,Physician,,,named,high,
2015,"Johnson, Robert – shoemaker",Johnson,Robert,Robert,,shoemaker,,,,,shoemaker,,,named,high,
2016,"Johnson, Samuel – painter",Johnson,Samuel,Samuel,,painter,,,,,painter,,,named,high,
2017,"Johnson, Samuel – printer",Johnson,Samuel,Samuel,,printer,,,,,printer,,,named,high,
2018,"Johnson, Susannah",Johnson,Susannah,Susannah,,,,,,,,,,named,high,
2019,"Johnson, William – joiner",Johnson,William,William,,joiner,,,,,joiner,,,named,high,
2020,"Jonathan, Kite – chairmaker",Jonathan,Kite,Kite,,chairmaker,,,,,chairmaker,,,named,high,
2021,"Jones, Ann",Jones,Ann,Ann,,,,,,,,,,named,high,
2022,"Jones, Daniel",Jones,Daniel,Daniel,,,,,,,,,,named,high,
2023,"Jones, daughter of widow",Jones,,,,,daughter,widow,,,,,,named,high,
2024,"Jones, Elizabeth",Jones,Elizabeth,Elizabeth,,,,,,,,,,named,high,
2025,"Jones, Ely's child – clerk",Jones,,,,clerk,child,Ely,,,clerk,,,named,high,
2026,"Jones, George – blacksmith",Jones,George,George,,blacksmith,,,,,blacksmith,,,named,high,
2027,"Jones, Jane – mantua maker",Jones,Jane,Jane,,mantua maker,,,,,mantua maker,,,named,high,
2028,"Jones, Joab – tailor",Jones,Joab,Joab,,tailor,,,,,tailor,,,named,high,
2029,"Jones, John's wife",Jones,,,,,wife,John,,,,,,named,high,
2030,"Jones, Mary – widow",Jones,Mary,Mary,,,widow,,,,,,,named,high,
2031,"Jones, Mary's son",Jones,,,,,son,Mary,,,,,,named,high,
2032,"Jones, Matthew's daughter",Jones,,,,,daughter,Matthew,,,,,,named,high,
2033,"Jones, Owen, Sen. Aet 82",Jones,Owen . Aet 82,Owen . Aet 82,Sen,,,,,,,,,named,high,
2034,"Jones, Patience",Jones,Patience,Patience,,,,,,,,,,named,high,
2035,"Jones, Rebecca – widow of David",Jones,Rebecca,Rebecca,,widow of David,widow,,,,widow of David,,,named,high,
2036,"Jones, Rowland – clerk",Jones,Rowland,Rowland,,clerk,,,,,clerk,,,named,high,
2037,"Jones, Ruth",Jones,Ruth,Ruth,,,,,,,,,,named,high,
2038,"Jones, Sarah – widow",Jones,Sarah,Sarah,,,widow,,,,,,,named,high,
2039,"Jones, Sstelena – stay maker",Jones,Sstelena,Sstelena,,stay maker,,,,,stay maker,,,named,high,
2040,"Jones, William – merchant",Jones,William,William,,merchant,,,,,merchant,,,named,high,
2041,"Jones, William & wife – labourer",Jones,William & wife,William & wife,,labourer,,,,,labourer,,,named,high,
2042,"Jordan, Hannah – Ir.",Jordan,Hannah,Hannah,,Ir,,,,,Ir.,,,named,high,
2043,"Jordan, Henry's wife",Jordan,,,,,wife,Henry,,,,,,named,high,
2044,"Jordan, James - chairmaker",Jordan,James,James,,chairmaker,,,,,chairmaker,,,named,high,
2045,"Jordan, 'Samuel – turner",Jordan,'Samuel,'Samuel,,turner,,,,,turner,,,named,high,
2046,"Jost, George",Jost,George,George,,,,,,,,,,named,high,
2047,"Jourdan, John – coachman",Jourdan,John,John,,coachman,coachman,,,,coachman,,,named,high,
2048,"Judah, Jacob",Judah,Jacob,Jacob,,,,,,,,,,named,high,
2049,"Julio, Cornelia",Julio,Cornelia,Cornelia,,,,,,,,,,named,high,
2050,"Jung, Catharine",Jung,Catharine,Catharine,,,,,,,,,,named,high,
2051,"Jung, Jacob's daughter",Jung,,,,,daughter,Jacob,,,,,,named,high,
2052,"Justice, David – apprentice",Justice,David,David,,apprentice,apprentice,,,,apprentice,,,named,high,
2053,"Justice, John's child",Justice,,,,,child,John,,,,,,named,high,
2054,"Justice, William M. – printer",Justice,William M.,William M.,,printer,,,,,printer,,,named,high,
2055,"Kaenerle, Joseph",Kaenerle,Joseph,Joseph,,,,,,,,,,named,high,
2056,"Kales, Jacob – labourer",Kales,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
2057,"Kalkbrener, John's wife",Kalkbrener,,,,,wife,John,,,,,,named,high,
2058,"Karn, Mary",Karn,Mary,Mary,,,,,,,,,,named,high,
2059,"Kartis, Godfrey – shoemaker",Kartis,Godfrey,Godfrey,,shoemaker,,,,,shoemaker,,,named,high,
2060,"Kates, Jacob – labourer",Kates,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
2061,"Katten, Elizabeth – Carlisle",Katten,Elizabeth,Elizabeth,,Carlisle,,,,,Carlisle,,,named,high,
2062,"Kattz, Catharine",Kattz,Catharine,Catharine,,,,,,,,,,named,high,
2063,"Kattz, Elizabeth & 2 children",Kattz,Elizabeth & 2 children,Elizabeth & 2 children,,,,,,,,,,named,high,
2064,"Kattz, Isaac's wife",Kattz,,,,,wife,Isaac,,,,,,named,high,
2065,"Kattz, John's wife",Kattz,,,,,wife,John,,,,,,named,high,
2066,"Kattz, Michael's child",Kattz,,,,,child,Michael,,,,,,named,high,
2067,"Kauffman, Jacob 's son",Kauffman,,,,,son,Jacob,,,,,,named,high,
2068,"Kean, Hugh",Kean,Hugh,Hugh,,,,,,,,,,named,high,
2069,"Kean, John's 2 children",Kean,,,,,children,John,,,,,2,named,high,
2070,"Kean, Joseph's child",Kean,,,,,child,Joseph,,,,,,named,high,
2071,"Kean, Mary",Kean,Mary,Mary,,,,,,,,,,named,high,
2072,"Kean, Matthew's daughter",Kean,,,,,daughter,Matthew,,,,,,named,high,
2073,"Keating, Lucy",Keating,Lucy,Lucy,,,,,,,,,,named,high,
2074,"Keen, Elizabeth and child",Keen,Elizabeth and child,Elizabeth and child,,,,,,,,,,named,high,
2075,"Keen, John's child",Keen,,,,,child,John,,,,,,named,high,
2076,"Keen, Joseph",Keen,Joseph,Joseph,,,,,,,,,,named,high,
2077,"Keen, Mary",Keen,Mary,Mary,,,,,,,,,,named,high,
2078,Kefler – see Kesler,Kefler,,,,see Kesler,,,,,see Kesler,,,named,high,
2079,"Keigen, Susannah",Keigen,Susannah,Susannah,,,,,,,,,,named,high,
2080,"Kell, Elizabeth",Kell,Elizabeth,Elizabeth,,,,,,,,,,named,high,
2081,"Kellenan, James",Kellenan,James,James,,,,,,,,,,named,high,
2082,"Kellman, Christopher and wife",Kellman,Christopher and wife,Christopher and wife,,,,,,,,,,named,high,
2083,"Kelly, George – harness maker",Kelly,George,George,,harness maker,,,,,harness maker,,,named,high,
2084,"Kelly, Mrs.",Kelly,Mrs.,Mrs.,,,,,,,,,,named,high,
2085,"Kemel, Joseph's son",Kemel,,,,,son,Joseph,,,,,,named,high,
2086,"Kemp, Henry",Kemp,Henry,Henry,,,,,,,,,,named,high,
2087,"Kemp, William",Kemp,William,William,,,,,,,,,,named,high,
2088,"Kemphill, Martha – servant",Kemphill,Martha,Martha,,servant,servant,,,,servant,,,named,high,
2089,"Kenfinger, Casper, Peter and Catharine",Kenfinger,Casper,Casper,,Peter and Catharine,,,,,Peter and Catharine,,,named,high,
2090,"Kennedy, William – labourer",Kennedy,William,William,,labourer,,,,,labourer,,,named,high,
2091,"Kennon, John",Kennon,John,John,,,,,,,,,,named,high,
2092,Kenny ---,Kenny ---,,,,,,,,,,,,named,high,
2093,"Kenrick, Thomas – storekeeper",Kenrick,Thomas,Thomas,,storekeeper,,,,,storekeeper,,,named,high,
2094,"Kenton, Elizabeth",Kenton,Elizabeth,Elizabeth,,,,,,,,,,named,high,
2095,"Keppele, Mrs.",Keppele,Mrs.,Mrs.,,,,,,,,,,named,high,
2096,"Keppler, John – shoemaker",Keppler,John,John,,shoemaker,,,,,shoemaker,,,named,high,
2097,"Kerbeck, John",Kerbeck,John,John,,,,,,,,,,named,high,
2098,"Kerls, William – porter",Kerls,William,William,,porter,,,,,porter,,,named,high,
2099,"Kernotler, Martin",Kernotler,Martin,Martin,,,,,,,,,,named,high,
2100,"Kerr, Adam's widow",Kerr,Adam's widow,Adam's widow,,,,,,,,,,named,high,
2101,"Kerr, Andrew – labourer",Kerr,Andrew,Andrew,,labourer,,,,,labourer,,,named,high,
2102,"Kerr, James' widow",Kerr,James' widow,James' widow,,,,,,,,,,named,high,
2103,"Kerr, Prude",Kerr,Prude,Prude,,,,,,,,,,named,high,
2104,"Kesler, Abigail",Kesler,Abigail,Abigail,,,,,,,,,,named,high,
2105,"Kesler, see Kefler",Kesler,see Kefler,see Kefler,,,,,,,,,,named,high,
2106,Kessler– see Kefsler,Kessler– see Kefsler,,,,,,,,,,,,named,high,
2107,"Kessler, John – hairdresser  see Kessler",Kessler,John,John,,hairdresser  see Kessler,,,,,hairdresser  see Kessler,,,named,high,
2108,"Kessler, Leonard",Kessler,Leonard,Leonard,,,,,,,,,,named,high,
2109,"Kessler, Michael – ship joiner",Kessler,Michael,Michael,,ship joiner,,,,,ship joiner,,,named,high,
2110,"Keyfer, Christian – blacksmith",Keyfer,Christian,Christian,,blacksmith,,,,,blacksmith,,,named,high,
2111,"Keyfer, Daniel – labourer",Keyfer,Daniel,Daniel,,labourer,,,,,labourer,,,named,high,
2112,"Keyfer, Joseph – grocer",Keyfer,Joseph,Joseph,,grocer,,,,,grocer,,,named,high,
2113,"Kichn, George's daughter",Kichn,,,,,daughter,George,,,,,,named,high,
2114,"Kiegler, Christian",Kiegler,Christian,Christian,,,,,,,,,,named,high,
2115,"Kildrick, Thomas",Kildrick,Thomas,Thomas,,,,,,,,,,named,high,
2116,"Killgour, John",Killgour,John,John,,,,,,,,,,named,high,
2117,"Killinger, George",Killinger,George,George,,,,,,,,,,named,high,
2118,"Killinger, Peter",Killinger,Peter,Peter,,,,,,,,,,named,high,
2119,"Killinger, Philip – carpenter",Killinger,Philip,Philip,,carpenter,,,,,carpenter,,,named,high,
2120,"Killpatrick, Richard",Killpatrick,Richard,Richard,,,,,,,,,,named,high,
2121,"Kimber, Aaron, son of CalebKing, Catharine",Kimber,Aaron,Aaron,,"son of CalebKing, Catharine",son,,,,"son of CalebKing, Catharine",,,named,high,
2122,"Kimber, Caleb – schoolmaster",Kimber,Caleb,Caleb,,schoolmaster,,,,,schoolmaster,,,named,high,
2123,"King, ----",King,,,,,,,,,,,,named,medium,unknown_first_name
2124,"King, Charles",King,Charles,Charles,,,,,,,,,,named,high,
2125,"King, Elizabeth – widow",King,Elizabeth,Elizabeth,,,widow,,,,,,,named,high,
2126,"King, George – coach painter",King,George,George,,coach painter,,,,,coach painter,,,named,high,
2127,"King, Hugh's 2 children",King,,,,,children,Hugh,,,,,2,named,high,
2128,"King, John and child",King,John and child,John and child,,,,,,,,,,named,high,
2129,"King, Mary",King,Mary,Mary,,,,,,,,,,named,high,
2130,"Kingsley, Joseph",Kingsley,Joseph,Joseph,,,,,,,,,,named,high,
2131,"Kingsley, Margaret",Kingsley,Margaret,Margaret,,,,,,,,,,named,high,
2132,"Kinley, Ann",Kinley,Ann,Ann,,,,,,,,,,named,high,
2133,"Kinnear, Joseph's child",Kinnear,,,,,child,Joseph,,,,,,named,high,
2134,"Kinness, Christopher – tailor",Kinness,Christopher,Christopher,,tailor,,,,,tailor,,,named,high,
2135,"Kinns, Christopher – labourer",Kinns,Christopher,Christopher,,labourer,,,,,labourer,,,named,high,
2136,"Kinsinger, George and wife",Kinsinger,George and wife,George and wife,,,,,,,,,,named,high,
2137,"Kinsinger, Hannah",Kinsinger,Hannah,Hannah,,,,,,,,,,named,high,
2138,"Kipsey, --- dfurrier",Kipsey,--- dfurrier,--- dfurrier,,,,,,,,,,named,high,
2139,"Kirk, John – a lad",Kirk,John,John,,a lad,,,,,a lad,,,named,high,
2140,"Kirk, Mrs. and child",Kirk,and child,and child,Mrs,,,,,,,,,named,high,
2141,"Kirk, Thomas – baker",Kirk,Thomas,Thomas,,baker,,,,,baker,,,named,high,
2142,"Kitchlien, Jacob – butcher",Kitchlien,Jacob,Jacob,,butcher,,,,,butcher,,,named,high,
2143,"Kite, Catharine",Kite,Catharine,Catharine,,,,,,,,,,named,high,
2144,"Kite, Elizabeth",Kite,Elizabeth,Elizabeth,,,,,,,,,,named,high,
2145,"Kite, Jonathan's wife & 3 children",Kite,,,,,wife,Jonathan,,,,3 children,3,named,high,
2146,"Kitts, Casper",Kitts,Casper,Casper,,,,,,,,,,named,high,
2147,"Kitts, Jacob – chandler, his son and cousin",Kitts,Jacob,Jacob,,"chandler, his son and cousin",son,,,,"chandler, his son and cousin",,,named,high,
2148,"Kitts, Mrs.",Kitts,Mrs.,Mrs.,,,,,,,,,,named,high,
2149,"Klady, Catharine",Klady,Catharine,Catharine,,,,,,,,,,named,high,
2150,"Klady, Margaret",Klady,Margaret,Margaret,,,,,,,,,,named,high,
2151,"Klepper, widow",Klepper,,,,,widow,,,,,,,named,high,
2152,"Klibsie, Christian – weaver and child",Klibsie,Christian,Christian,,weaver,child,,,,weaver,child,,named,high,
2153,"Kline, Andrew's wife",Kline,,,,,wife,Andrew,,,,,,named,high,
2154,"Kline, John – labourer",Kline,John,John,,labourer,,,,,labourer,,,named,high,
2155,"Klingeler, Nicholas – cooper",Klingeler,Nicholas,Nicholas,,cooper,,,,,cooper,,,named,high,
2156,"Klingle, Mary",Klingle,Mary,Mary,,,,,,,,,,named,high,
2157,"Knight, Charles – biscuit baker",Knight,Charles,Charles,,biscuit baker,,,,,biscuit baker,,,named,high,
2158,"Knight, Hannah",Knight,Hannah,Hannah,,,,,,,,,,named,high,
2159,"Knight, John – tailor",Knight,John,John,,tailor,,,,,tailor,,,named,high,
2160,"Knight, Sarah",Knight,Sarah,Sarah,,,,,,,,,,named,high,
2161,"Knodle, Daniel",Knodle,Daniel,Daniel,,,,,,,,,,named,high,
2162,"Knows,  Elizabeth – servant",Knows,Elizabeth,Elizabeth,,servant,servant,,,,servant,,,named,high,
2163,"Knows, Mary",Knows,Mary,Mary,,,,,,,,,,named,high,
2164,"Knox, Adam",Knox,Adam,Adam,,,,,,,,,,named,high,
2165,"Knox, Richard's child",Knox,,,,,child,Richard,,,,,,named,high,
2166,"Koan, Mary",Koan,Mary,Mary,,,,,,,,,,named,high,
2167,"Kock, Catharine, wife of George & son",Kock,Catharine,Catharine,,wife of George,wife,,,,wife of George,son,,named,high,
2168,"Kock, George – labourer",Kock,George,George,,labourer,,,,,labourer,,,named,high,
2169,"Kock, John",Kock,John,John,,,,,,,,,,named,high,
2170,"Kock, Joseph",Kock,Joseph,Joseph,,,,,,,,,,named,high,
2171,"Kock, widow",Kock,,,,,widow,,,,,,,named,high,
2172,"Koenner, widow",Koenner,,,,,widow,,,,,,,named,high,
2173,"Kor, George's child",Kor,,,,,child,George,,,,,,named,high,
2174,"Krafter, Peter and daughter",Krafter,Peter and daughter,Peter and daughter,,,,,,,,,,named,high,
2175,"Krenaver, Joachim – labourer",Krenaver,Joachim,Joachim,,labourer,,,,,labourer,,,named,high,
2176,"Kreyder, Christop'r, - tobacconist",Kreyder,"Christop'r,","Christop'r,",,tobacconist,,,,,tobacconist,,,named,high,
2177,"Kribbs, George's wife of  – shoemaker",Kribbs,,,,shoemaker,wife,George,,,shoemaker,of,,named,high,
2178,"Kribner, Susannah - Aet 70,",Kribner,Susannah,Susannah,,,,,70,,,,,named,high,
2179,"Kriesl, John – cooper",Kriesl,John,John,,cooper,,,,,cooper,,,named,high,
2180,"Kroll, John – hairdresser",Kroll,John,John,,hairdresser,,,,,hairdresser,,,named,high,
2181,"Krotten, Catharine",Krotten,Catharine,Catharine,,,,,,,,,,named,high,
2182,"Krotto, Henry's child",Krotto,,,,,child,Henry,,,,,,named,high,
2183,"Krunkoster, Barbara",Krunkoster,Barbara,Barbara,,,,,,,,,,named,high,
2184,"Krup, Abraham – carpenter",Krup,Abraham,Abraham,,carpenter,,,,,carpenter,,,named,high,
2185,"Kruteer, John",Kruteer,John,John,,,,,,,,,,named,high,
2186,"Kubber, James",Kubber,James,James,,,,,,,,,,named,high,
2187,"Kucher, Christop'r – sugar baker",Kucher,Christop'r,Christop'r,,sugar baker,,,,,sugar baker,,,named,high,
2188,"Kucher, Philip, his son",Kucher,Philip,Philip,,his son,son,,,,his son,,,named,high,
2189,"Kuffler, Bernard",Kuffler,Bernard,Bernard,,,,,,,,,,named,high,
2190,"Kuhl, Frederick's wife",Kuhl,,,,,wife,Frederick,,,,,,named,high,
2191,"Kuhn, George's wife",Kuhn,,,,,wife,George,,,,,,named,high,
2192,"Kuhn, Jacob's wife",Kuhn,,,,,wife,Jacob,,,,,,named,high,
2193,"Kuhn, John's son",Kuhn,,,,,son,John,,,,,,named,high,
2194,"Kuhn, Ludwig – clerk",Kuhn,Ludwig,Ludwig,,clerk,,,,,clerk,,,named,high,
2195,"Kuhnn, widow",Kuhnn,,,,,widow,,,,,,,named,high,
2196,"Kuncle, Jacob's son",Kuncle,,,,,son,Jacob,,,,,,named,high,
2197,"Kuren, Daniel – labourer",Kuren,Daniel,Daniel,,labourer,,,,,labourer,,,named,high,
2198,"Kurtz, George's child",Kurtz,,,,,child,George,,,,,,named,high,
2199,Lapsley's_ wife and daughter,Lapsley's_ wife and daughter,,,,,,,,,,,,named,high,
2200,"Laaudersliver, Jacob – shoemaker",Laaudersliver,Jacob,Jacob,,shoemaker,,,,,shoemaker,,,named,high,
2201,"Lack, John's daughter",Lack,,,,,daughter,John,,,,,,named,high,
2202,"Lafferty, Daniel and chld, Ir.",Lafferty,Daniel and chld,Daniel and chld,,Ir,,,,,Ir.,,,named,high,
2203,"Lafferty, Matthew's child",Lafferty,,,,,child,Matthew,,,,,,named,high,
2204,"Lambsback, John – labourer",Lambsback,John,John,,labourer,,,,,labourer,,,named,high,
2205,Lammoron's child,Lammoron's child,,,,,,,,,,,,named,high,
2206,"Lamont, Arch.'s wife and children",Lamont,,,,,wife,Arch.,,,,children,,named,high,
2207,"Lamont, Mrs., child and journeyman",Lamont,Mrs.,Mrs.,,child and journeyman,child,,,,child and journeyman,,,named,high,
2208,"Lancaster, Elizabeth\",Lancaster,Elizabeth\,Elizabeth\,,,,,,,,,,named,high,
2209,"Lancaster, Joseph's wife – labourer, Eng.",Lancaster,,,,"labourer, Eng",wife,Joseph,,,"labourer, Eng.",,,named,high,
2210,"Lancaster, Joseph's child",Lancaster,,,,,child,Joseph,,,,,,named,high,
2211,"Landre, Joseph – labourer",Landre,Joseph,Joseph,,labourer,,,,,labourer,,,named,high,
2212,"Landress, Margaret",Landress,Margaret,Margaret,,,,,,,,,,named,high,
2213,"Lane, Nancy",Lane,Nancy,Nancy,,,,,,,,,,named,high,
2214,"Lane, Mrs.",Lane,Mrs.,Mrs.,,,,,,,,,,named,high,
2215,"Lang, Margaret",Lang,Margaret,Margaret,,,,,,,,,,named,high,
2216,"Langman, Edward",Langman,Edward,Edward,,,,,,,,,,named,high,
2217,"Langstroth, Huson – papermaker",Langstroth,Huson,Huson,,papermaker,,,,,papermaker,,,named,high,
2218,"Lanteshlag, Jacob",Lanteshlag,Jacob,Jacob,,,,,,,,,,named,high,
2219,"Lapp, Andrew and wife",Lapp,Andrew and wife,Andrew and wife,,,,,,,,,,named,high,
2220,"Lapp, Laurence – baker",Lapp,Laurence,Laurence,,baker,,,,,baker,,,named,high,
2221,"Lapp, Michael – baker and wife",Lapp,Michael,Michael,,baker,wife,,,,baker,wife,,named,high,
2222,"Lapsley, James – steward to Brit. Ambass.",Lapsley,James,James,,steward to Brit. Ambass,,,,,steward to Brit. Ambass.,,,named,high,
2223,"Lapsley, James – schoolmaster",Lapsley,James,James,,schoolmaster,,,,,schoolmaster,,,named,high,
2224,"Larken, Patrick – clerk",Larken,Patrick,Patrick,,clerk,,,,,clerk,,,named,high,
2225,"Larremore, Ralph's wife",Larremore,,,,,wife,Ralph,,,,,,named,high,
2226,"Lasher, Mary",Lasher,Mary,Mary,,,,,,,,,,named,high,
2227,"Lasky, Patrick",Lasky,Patrick,Patrick,,,,,,,,,,named,high,
2228,"Laudersliver, Margaret",Laudersliver,Margaret,Margaret,,,,,,,,,,named,high,
2229,"Lauman, Frederick",Lauman,Frederick,Frederick,,,,,,,,,,named,high,
2230,"Laurence, Aaron S. – clerk – and wife",Laurence,Aaron S.,Aaron S.,,clerk –,wife,,,,clerk –,wife,,named,high,
2231,"Laurence, Joseph – apprentice",Laurence,Joseph,Joseph,,apprentice,apprentice,,,,apprentice,,,named,high,
2232,"Laurejai, F. – Fr.",Laurejai,F.,F.,,Fr,,,,,Fr.,,,named,high,
2233,"Lautinshlager, George's sister",Lautinshlager,George's sister,George's sister,,,,,,,,,,named,high,
2234,"Lawrence, Alex. Sen. – merchant",Lawrence,Alex. .,Alex. .,Sen,merchant,,,,,merchant,,,named,high,
2235,"Lawrence, Alex. Jun. – merchant",Lawrence,Alex. .,Alex. .,Jun,merchant,,,,,merchant,,,named,high,
2236,"Lawrence, Archibald's child",Lawrence,,,,,child,Archibald,,,,,,named,high,
