entry_id,raw_text,surname,first_name,first_name_expanded,suffix,occupation,relationship_type,related_to_name,age,origin,descriptor,additional_persons,additional_persons_count,entry_type,confidence,flags
1181,"Ewing, Thomas's 2 chldren",Ewing,Thomas's 2 chldren,Thomas's 2 chldren,,,,,,,,,,named,high,
1182,"Eysenbry, John – tavern keeper",Eysenbry,John,John,,tavern keeper,,,,,tavern keeper,,,named,high,
1183,"Fable, John, wife and 2 sons",Fable,John,John,,wife,wife,,,,wife,2 sons,2,named,high,
1184,"Facundus, Henry – shoemaker – and wife",Facundus,Henry,Henry,,shoemaker –,wife,,,,shoemaker –,wife,,named,high,
1185,"Faggle, Eliza.",Faggle,Eliza.,Eliza.,,,,,,,,,,named,high,
1186,"Faggle, Mary, dau of Eliza.",Faggle,Mary,Mary,,dau of Eliza,,,,,dau of Eliza.,,,named,high,
1187,"Faggle, William",Faggle,William,William,,,,,,,,,,named,high,
1188,"Faires, Mary",Faires,Mary,Mary,,,,,,,,,,named,high,
1189,"Fairus, John – ship carpenter",Fairus,John,John,,ship carpenter,,,,,ship carpenter,,,named,high,
1190,"Falconer, Arthur Jr.",Falconer,Arthur .,Arthur .,Jr,,,,,,,,,named,high,
1191,"Falkenburger, Hannah – German",Falkenburger,Hannah,Hannah,,German,,,,,German,,,named,high,
1192,"Faringer, Samuel's wife",Faringer,,,,,wife,Samuel,,,,,,named,high,
1193,"Farner, Casper's wife",Farner,,,,,wife,Casper,,,,,,named,high,
1194,"Farren,  Joseph Jun.",Farren,Joseph .,Joseph .,Jun,,,,,,,,,named,high,
1195,"Farren, Edward's child",Farren,,,,,child,Edward,,,,,,named,high,
1196,"Farren, John",Farren,John,John,,,,,,,,,,named,high,
1197,"Farrow, John – shoemaker",Farrow,John,John,,shoemaker,,,,,shoemaker,,,named,high,
1198,"Fasler, John",Fasler,John,John,,,,,,,,,,named,high,
1199,"Fatty, Michael's 2 children",Fatty,,,,,children,Michael,,,,,2,named,high,
1200,"Fauser, John's son",Fauser,,,,,son,John,,,,,,named,high,
1201,"Favel, William – baker",Favel,William,William,,baker,,,,,baker,,,named,high,
1202,"Fearis, Charles – seaman",Fearis,Charles,Charles,,seaman,,,,,seaman,,,named,high,
1203,"Febias, Tobias",Febias,Tobias,Tobias,,,,,,,,,,named,high,
1204,"Feller, child of Widow",Feller,child of Widow,child of Widow,,,,,,,,,,named,high,
1205,"Felty, Jacob – Germany",Felty,Jacob,Jacob,,,,,,Germany,Germany,,,named,high,
1206,"Fenance, Daniel – a child",Fenance,Daniel,Daniel,,a child,child,,,,a child,,,named,high,
1207,"Fenner, Felix – labourer",Fenner,Felix,Felix,,labourer,,,,,labourer,,,named,high,
1208,"Fenny, Joseph",Fenny,Joseph,Joseph,,,,,,,,,,named,high,
1209,"Fentham, Philip T. – druggist",Fentham,Philip T.,Philip T.,,druggist,,,,,druggist,,,named,high,
1210,Fenton – widow,Fenton,,,,,widow,,,,,,,named,high,
1211,"Fenton, Dan. – shoemaker & wife",Fenton,Dan.,Dan.,,shoemaker,wife,,,,shoemaker,wife,,named,high,
1212,"Fenton, David – shoemaker & wife",Fenton,David,David,,shoemaker,wife,,,,shoemaker,wife,,named,high,
1213,"Fenton, Thomas – sailmaker",Fenton,Thomas,Thomas,,sailmaker,,,,,sailmaker,,,named,high,
1214,"Fenton, Thomas Jun.",Fenton,Thomas .,Thomas .,Jun,,,,,,,,,named,high,
1215,Ferely – widow,Ferely,,,,,widow,,,,,,,named,high,
1216,Ferglass – widow,Ferglass,,,,,widow,,,,,,,named,high,
1217,"Ferguson, Elizabeth",Ferguson,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1218,"Ferguson, Robert – bricklayer",Ferguson,Robert,Robert,,bricklayer,,,,,bricklayer,,,named,high,
1219,"Ferguson, Samuel",Ferguson,Samuel,Samuel,,,,,,,,,,named,high,
1220,"Ferguson, Thomas – printer",Ferguson,Thomas,Thomas,,printer,,,,,printer,,,named,high,
1221,"Ferris, Barnabas – clerk",Ferris,Barnabas,Barnabas,,clerk,,,,,clerk,,,named,high,
1222,"Ferris, Francis – clerk",Ferris,Francis,Francis,,clerk,,,,,clerk,,,named,high,
1223,"Ferris, John",Ferris,John,John,,,,,,,,,,named,high,
1224,"Fidlers, Ann Margaret – widow",Fidlers,Ann Margaret,Ann Margaret,,,widow,,,,,,,named,high,
1225,"Field, Barbara",Field,Barbara,Barbara,,,,,,,,,,named,high,
1226,"Field, Charles  - chairmaker",Field,Charles,Charles,,chairmaker,,,,,chairmaker,,,named,high,
1227,"Field, Peter's wife",Field,,,,,wife,Peter,,,,,,named,high,
1228,"Fielder, Thomas",Fielder,Thomas,Thomas,,,,,,,,,,named,high,
1229,"Fiete, Catharine",Fiete,Catharine,Catharine,,,,,,,,,,named,high,
1230,"Filler, widow",Filler,,,,,widow,,,,,,,named,high,
1231,"Fimister, William – farmer",Fimister,William,William,,farmer,,,,,farmer,,,named,high,
1232,"Findley, Charles – gravedigger",Findley,Charles,Charles,,gravedigger,,,,,gravedigger,,,named,high,
1233,"Findley, Jane",Findley,Jane,Jane,,,,,,,,,,named,high,
1234,"Finister, William",Finister,William,William,,,,,,,,,,named,high,
1235,"Fink, Charles – shoemaker",Fink,Charles,Charles,,shoemaker,,,,,shoemaker,,,named,high,
1236,"Fink, John – porter",Fink,John,John,,porter,,,,,porter,,,named,high,
1237,"Finley, Francis",Finley,Francis,Francis,,,,,,,,,,named,high,
1238,"Finn, child of Michael",Finn,child of Michael,child of Michael,,,,,,,,,,named,high,
1239,"Finn, William – hatter",Finn,William,William,,hatter,,,,,hatter,,,named,high,
1240,"Finney, Charles' daughter",Finney,,,,,daughter,Charles,,,,,,named,high,
1241,"Finney, Joseph",Finney,Joseph,Joseph,,,,,,,,,,named,high,
1242,"Firm, William",Firm,William,William,,,,,,,,,,named,high,
1243,"Firmir, Hannah",Firmir,Hannah,Hannah,,,,,,,,,,named,high,
1244,"Fisher, Adam – carpenter",Fisher,Adam,Adam,,carpenter,,,,,carpenter,,,named,high,
1245,"Fisher, Ann – servant",Fisher,Ann,Ann,,servant,servant,,,,servant,,,named,high,
1246,"Fisher, Anthony",Fisher,Anthony,Anthony,,,,,,,,,,named,high,
1247,"Fisher, Catharine – servant",Fisher,Catharine,Catharine,,servant,servant,,,,servant,,,named,high,
1248,"Fisher, David – labourer",Fisher,David,David,,labourer,,,,,labourer,,,named,high,
1249,"Fisher, Henry – starchmaker, and wife",Fisher,Henry,Henry,,starchmaker,wife,,,,starchmaker,wife,,named,high,
1250,"Fisher, Jabez – son of Miers",Fisher,Jabez,Jabez,,son of Miers,son,,,,son of Miers,,,named,high,
1251,"Fisher, Jacob – labourer, and wife",Fisher,Jacob,Jacob,,labourer,wife,,,,labourer,wife,,named,high,
1252,"Fisher, Jacob – tailor",Fisher,Jacob,Jacob,,tailor,,,,,tailor,,,named,high,
1253,"Fisher, John",Fisher,John,John,,,,,,,,,,named,high,
1254,"Fisher, John and daughter",Fisher,John and daughter,John and daughter,,,,,,,,,,named,high,
1255,"Fisher, Patrick – shoemaker",Fisher,Patrick,Patrick,,shoemaker,,,,,shoemaker,,,named,high,
1256,"Fisher, Robert",Fisher,Robert,Robert,,,,,,,,,,named,high,
1257,"Fisher, Samuel  - button plater – England",Fisher,Samuel  - button plater,Samuel  - button plater,,,,,,England,England,,,named,high,
1258,"Fisher, Samuel – hatter",Fisher,Samuel,Samuel,,hatter,,,,,hatter,,,named,high,
1259,"Fisher, Sarah – servant",Fisher,Sarah,Sarah,,servant,servant,,,,servant,,,named,high,
1260,"Fisher, Zachariah's child",Fisher,,,,,child,Zachariah,,,,,,named,high,
1261,"Fishinger, Samuel's wife",Fishinger,,,,,wife,Samuel,,,,,,named,high,
1262,"Fite, Christo. – shoemaker, Germany",Fite,Christo.,Christo.,,shoemaker,,,,Germany,"shoemaker, Germany",,,named,high,
1263,"Fitzgerald, Margaret",Fitzgerald,Margaret,Margaret,,,,,,,,,,named,high,
1264,"Fitzgerald, William – tailor",Fitzgerald,William,William,,tailor,,,,,tailor,,,named,high,
1265,"Fitzsimmons, Gerald",Fitzsimmons,Gerald,Gerald,,,,,,,,,,named,high,
1266,"Fitzsimmons, Jeremiah – painter",Fitzsimmons,Jeremiah,Jeremiah,,painter,,,,,painter,,,named,high,
1267,"Fitzsimmons, John",Fitzsimmons,John,John,,,,,,,,,,named,high,
1268,"Flack, Philip – joiner",Flack,Philip,Philip,,joiner,,,,,joiner,,,named,high,
1269,"Flauer, George's daughter",Flauer,,,,,daughter,George,,,,,,named,high,
1270,"Fleck, George's wife",Fleck,,,,,wife,George,,,,,,named,high,
1271,"Fleck, Jacob's six children",Fleck,Jacob's six children,Jacob's six children,,,,,,,,,,named,high,
1272,"Fleim, Margaret",Fleim,Margaret,Margaret,,,,,,,,,,named,high,
1273,"Fleming, Francis A., Rev., Catholic Clergy",Fleming,Francis A.,Francis A.,,"Rev., Catholic Clergy",,,,,"Rev., Catholic Clergy",,,named,high,
1274,"Fleming, Hugh – tavern keeper",Fleming,Hugh,Hugh,,tavern keeper,,,,,tavern keeper,,,named,high,
1275,"Fleming, Hugh, son of Hugh",Fleming,Hugh,Hugh,,son of Hugh,son,,,,son of Hugh,,,named,high,
1276,"Fleming, Samuel Sen.",Fleming,Samuel .,Samuel .,Sen,,,,,,,,,named,high,
1277,"Fleming, Samuel Jun.",Fleming,Samuel .,Samuel .,Jun,,,,,,,,,named,high,
1278,"Fletcher, Elizabeth",Fletcher,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1279,"Flick, Charles, wife and child",Flick,Charles,Charles,,wife,wife,,,,wife,child,,named,high,
1280,"Flickwir, David – confectioner, wife & son",Flickwir,David,David,,"confectioner, wife",wife,,,,"confectioner, wife",son,,named,high,
1281,"Flinn, James",Flinn,James,James,,,,,,,,,,named,high,
1282,"Flinn, Mary",Flinn,Mary,Mary,,,,,,,,,,named,high,
1283,"Flint, Anne – widow",Flint,Anne,Anne,,,widow,,,,,,,named,high,
1284,"Florio, Mons. – French",Florio,Mons.,Mons.,,French,,,,,French,,,named,high,
1285,"Flour, Margaret",Flour,Margaret,Margaret,,,,,,,,,,named,high,
1286,"Flowers, George's child",Flowers,,,,,child,George,,,,,,named,high,
1287,"Follows, Elizabeth – widow and child",Follows,Elizabeth,Elizabeth,,,widow,,,,,child,,named,high,
1288,"Folwell, Isaac I.  Tailor",Folwell,Isaac I.  Tailor,Isaac I.  Tailor,,,,,,,,,,named,high,
1289,"Ford, Daniel – farmer",Ford,Daniel,Daniel,,farmer,,,,,farmer,,,named,high,
1290,"Ford, Fortune",Ford,Fortune,Fortune,,,,,,,,,,named,high,
1291,"Ford, George – hostler",Ford,George,George,,hostler,,,,,hostler,,,named,high,
1292,"Forde, George's child",Forde,,,,,child,George,,,,,,named,high,
1293,"Foreman, Alexander's daughter",Foreman,,,,,daughter,Alexander,,,,,,named,high,
1294,"Forester, John",Forester,John,John,,,,,,,,,,named,high,
1295,"Forester, William – labourer",Forester,William,William,,labourer,,,,,labourer,,,named,high,
1296,"Forse, John",Forse,John,John,,,,,,,,,,named,high,
1297,"Forster, Thomas – hatter",Forster,Thomas,Thomas,,hatter,,,,,hatter,,,named,high,
1298,"Fosberg, Nicholas – church clerk",Fosberg,Nicholas,Nicholas,,church clerk,,,,,church clerk,,,named,high,
1299,"Fosberg, Nicholas Sen. – painter",Fosberg,Nicholas .,Nicholas .,Sen,painter,,,,,painter,,,named,high,
1300,"Fossom, Margaret – Germany",Fossom,Margaret,Margaret,,,,,,Germany,Germany,,,named,high,
1301,"Foster, Ann",Foster,Ann,Ann,,,,,,,,,,named,high,
1302,"Founce, George's wife – fisherman",Founce,,,,fisherman,wife,George,,,fisherman,,,named,high,
1303,"Fowles, Lemuel and child",Fowles,Lemuel and child,Lemuel and child,,,,,,,,,,named,high,
1304,"Fowles, William – musician",Fowles,William,William,,musician,,,,,musician,,,named,high,
1305,"Fowme, George - fisherman",Fowme,George,George,,fisherman,,,,,fisherman,,,named,high,
1306,"Fox, Dorothy",Fox,Dorothy,Dorothy,,,,,,,,,,named,high,
1307,"Fox, George & 3 children",Fox,George & 3 children,George & 3 children,,,,,,,,,,named,high,
1308,"Fox, Robert",Fox,Robert,Robert,,,,,,,,,,named,high,
1309,"Foy, Frederic",Foy,Frederic,Frederic,,,,,,,,,,named,high,
1310,"Foyer, Garret",Foyer,Garret,Garret,,,,,,,,,,named,high,
1311,"Fraim, Catharine",Fraim,Catharine,Catharine,,,,,,,,,,named,high,
1312,"Frampton, James",Frampton,James,James,,,,,,,,,,named,high,
1313,"France, George",France,George,George,,,,,,,,,,named,high,
1314,"France, Joseph",France,Joseph,Joseph,,,,,,,,,,named,high,
1315,"Francis, Rebecca",Francis,Rebecca,Rebecca,,,,,,,,,,named,high,
1316,"Franks, Davis",Franks,Davis,Davis,,,,,,,,,,named,high,
1317,"Franks, Davis S. – Asst. cashier U.S.B.",Franks,Davis S.,Davis S.,,Asst. cashier U.S.B,,,,,Asst. cashier U.S.B.,,,named,high,
1318,"Franks, Jacob's wife",Franks,,,,,wife,Jacob,,,,,,named,high,
1319,"Fraser, Elizabeth – in widows' hospital",Fraser,Elizabeth,Elizabeth,,in widows' hospital,,,,,in widows' hospital,,,named,high,
1320,"Fraser, Mary",Fraser,Mary,Mary,,,,,,,,,,named,high,
1321,"Fraser, Robert",Fraser,Robert,Robert,,,,,,,,,,named,high,
1322,"Frederick, John – labourer",Frederick,John,John,,labourer,,,,,labourer,,,named,high,
1323,"Freeborn, Anthony – shoemaker",Freeborn,Anthony,Anthony,,shoemaker,,,,,shoemaker,,,named,high,
1324,"Freebush, Tobias – shoemaker",Freebush,Tobias,Tobias,,shoemaker,,,,,shoemaker,,,named,high,
1325,"Freeman, Isaac",Freeman,Isaac,Isaac,,,,,,,,,,named,high,
1326,"Freeth, Catharine – servant",Freeth,Catharine,Catharine,,servant,servant,,,,servant,,,named,high,
1327,"French, Eliz. – dau. of Charles",French,Eliz.,Eliz.,,dau. of Charles,,,,,dau. of Charles,,,named,high,
1328,"French, Susannah – nurse",French,Susannah,Susannah,,nurse,,,,,nurse,,,named,high,
1329,"French, William",French,William,William,,,,,,,,,,named,high,
1330,"Freneau, Jacob",Freneau,Jacob,Jacob,,,,,,,,,,named,high,
1331,"Frick, Michael – carter",Frick,Michael,Michael,,carter,,,,,carter,,,named,high,
1332,"Friend, Abry – Negro",Friend,Abry,Abry,,Negro,,,,,Negro,,,named,high,
1333,"Friend, Elizabeth]",Friend,Elizabeth],Elizabeth],,,,,,,,,,named,high,
1334,"Fries, Philip – labourer",Fries,Philip,Philip,,labourer,,,,,labourer,,,named,high,
1335,"Frilander, Jacob – labourer",Frilander,Jacob,Jacob,,labourer,,,,,labourer,,,named,high,
1336,"Fritz, John – tailor",Fritz,John,John,,tailor,,,,,tailor,,,named,high,
1337,"Fritz, John – tavern keeper",Fritz,John,John,,tavern keeper,,,,,tavern keeper,,,named,high,
1338,"Fromp, Joseph – apprentice",Fromp,Joseph,Joseph,,apprentice,apprentice,,,,apprentice,,,named,high,
1339,"Frost, Elizabeth",Frost,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1340,"Fruger, James",Fruger,James,James,,,,,,,,,,named,high,
1341,"Fry, Jacob – apprentice",Fry,Jacob,Jacob,,apprentice,apprentice,,,,apprentice,,,named,high,
1342,"Fry, Jane",Fry,Jane,Jane,,,,,,,,,,named,high,
1343,"Fry, Joseph Jun.",Fry,Joseph .,Joseph .,Jun,,,,,,,,,named,high,
1344,"Fry, Mary – wife of Joseph",Fry,Mary,Mary,,wife of Joseph,wife,,,,wife of Joseph,,,named,high,
1345,FudgeGeorge's wife and dau.,FudgeGeorge's wife and dau.,,,,,,,,,,,,named,high,
1346,"Fuffelback, William's child",Fuffelback,,,,,child,William,,,,,,named,high,
1347,Fuller – widow,Fuller,,,,,widow,,,,,,,named,high,
1348,"Fulton, Jacob",Fulton,Jacob,Jacob,,,,,,,,,,named,high,
1349,"Furgurson, Henry – tailor, and wife",Furgurson,Henry,Henry,,tailor,wife,,,,tailor,wife,,named,high,
1350,"Gabriel, Ferdinand",Gabriel,Ferdinand,Ferdinand,,,,,,,,,,named,high,
1351,"Gabriel, Mary",Gabriel,Mary,Mary,,,,,,,,,,named,high,
1352,"Gabriel, Peter – baker",Gabriel,Peter,Peter,,baker,,,,,baker,,,named,high,
1353,"Gafner, George's son",Gafner,,,,,son,George,,,,,,named,high,
1354,"Gainer, Sarah",Gainer,Sarah,Sarah,,,,,,,,,,named,high,
1355,"Galagher, Ally",Galagher,Ally,Ally,,,,,,,,,,named,high,
1356,"Gallagher, Daniel",Gallagher,Daniel,Daniel,,,,,,,,,,named,high,
1357,"Gallagher, Mary, dau. of Ja's",Gallagher,Mary,Mary,,dau. of Ja's,,,,,dau. of Ja's,,,named,high,
1358,"Galler, Elizabeth]",Galler,Elizabeth],Elizabeth],,,,,,,,,,named,high,
1359,"Gallimore, Michael – farmer",Gallimore,Michael,Michael,,farmer,,,,,farmer,,,named,high,
1360,"Gallinger, Catharine",Gallinger,Catharine,Catharine,,,,,,,,,,named,high,
1361,"Galloway, Sarah – Aet. 75",Galloway,Sarah,Sarah,,Aet. 75,,,,,Aet. 75,,,named,high,
1362,"Gally, Mary Ann",Gally,Mary Ann,Mary Ann,,,,,,,,,,named,high,
1363,"Gamber, John's child",Gamber,,,,,child,John,,,,,,named,high,
1364,"Gamble, John;s wife",Gamble,John;s wife,John;s wife,,,,,,,,,,named,high,
1365,"Ganno, Mary",Ganno,Mary,Mary,,,,,,,,,,named,high,
1366,"Gans, Elizabeth",Gans,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1367,"Garcoin, Michael",Garcoin,Michael,Michael,,,,,,,,,,named,high,
1368,"Gardener, Benjamin",Gardener,Benjamin,Benjamin,,,,,,,,,,named,high,
1369,"Gardner, Drucilla",Gardner,Drucilla,Drucilla,,,,,,,,,,named,high,
1370,"Gardner, Elizabeth – servant",Gardner,Elizabeth,Elizabeth,,servant,servant,,,,servant,,,named,high,
1371,"Gardner, Elizabeth",Gardner,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1372,"Gardner, James's wife – tailor",Gardner,,,,tailor,wife,James,,,tailor,,,named,high,
1373,"Gardner, John – shboemaker",Gardner,John,John,,shboemaker,,,,,shboemaker,,,named,high,
1374,"Gardner, Margaret – widow",Gardner,Margaret,Margaret,,,widow,,,,,,,named,high,
1375,"Gardner, Mary",Gardner,Mary,Mary,,,,,,,,,,named,high,
1376,"Gardner, Richard – tea delaer",Gardner,Richard,Richard,,tea delaer,,,,,tea delaer,,,named,high,
1377,"Garre, Mr.",Garre,Mr.,Mr.,,,,,,,,,,named,high,
1378,"Garret, Elizabeth",Garret,Elizabeth,Elizabeth,,,,,,,,,,named,high,
1379,"Garret, Mary]",Garret,Mary],Mary],,,,,,,,,,named,high,
1380,"Garrette, Thomas – apprentice",Garrette,Thomas,Thomas,,apprentice,apprentice,,,,apprentice,,,named,high,
1381,"Garrigues, Sanuel's wife and son",Garrigues,,,,,wife,Sanuel,,,,son,,named,high,
1382,"Garrigues, Thomas – hatter",Garrigues,Thomas,Thomas,,hatter,,,,,hatter,,,named,high,
1383,"Garter, Andrew",Garter,Andrew,Andrew,,,,,,,,,,named,high,
1384,"Gartley, Andrew",Gartley,Andrew,Andrew,,,,,,,,,,named,high,
1385,"Gartley, John",Gartley,John,John,,,,,,,,,,named,high,
1386,"Gartley, John",Gartley,John,John,,,,,,,,,,named,high,
1387,"Gartner, Johnn – labourer",Gartner,Johnn,Johnn,,labourer,,,,,labourer,,,named,high,
1388,"Gasner, Gasper – shoemaker, son & dau.",Gasner,Gasper,Gasper,,"shoemaker, son & dau",son,,,,"shoemaker, son & dau.",,,named,high,
1389,"Gasner, Valentine's daughter",Gasner,,,,,daughter,Valentine,,,,,,named,high,
1390,"Gassner, Sarah",Gassner,Sarah,Sarah,,,,,,,,,,named,high,
1391,"Gatley, Andrew",Gatley,Andrew,Andrew,,,,,,,,,,named,high,
1392,"Gaul, Adolph – butcher",Gaul,Adolph,Adolph,,butcher,,,,,butcher,,,named,high,
1393,"Gauslin, William",Gauslin,William,William,,,,,,,,,,named,high,
1394,"Gaven, Joseph",Gaven,Joseph,Joseph,,,,,,,,,,named,high,
1395,"Gawn, John – tailor and child",Gawn,John,John,,tailor,child,,,,tailor,child,,named,high,
1396,"Gebhard, Rachel",Gebhard,Rachel,Rachel,,,,,,,,,,named,high,
1397,"Gebhard, widow and daughter",Gebhard,,,,,widow,,,,,daughter,,named,high,
1398,"Geir, Dorothy",Geir,Dorothy,Dorothy,,,,,,,,,,named,high,
1399,"Gelher, John – labourer",Gelher,John,John,,labourer,,,,,labourer,,,named,high,
1400,"Gensel, Christian – porter",Gensel,Christian,Christian,,porter,,,,,porter,,,named,high,
1401,"Genther, John's wife – tailor",Genther,,,,tailor,wife,John,,,tailor,,,named,high,
1402,"Genther, Margaret",Genther,Margaret,Margaret,,,,,,,,,,named,high,
1403,"Gentlin, George's child",Gentlin,,,,,child,George,,,,,,named,high,
1404,"George, Robert",George,Robert,Robert,,,,,,,,,,named,high,
1405,"Gering, Michael's child",Gering,,,,,child,Michael,,,,,,named,high,
1406,"Getts, John – plasterer, and wife",Getts,John,John,,plasterer,wife,,,,plasterer,wife,,named,high,
1407,"Geyer, Isaac's son",Geyer,,,,,son,Isaac,,,,,,named,high,
1408,"Geyer, Jacob – tailor",Geyer,Jacob,Jacob,,tailor,,,,,tailor,,,named,high,
1409,"Gibard, John",Gibard,John,John,,,,,,,,,,named,high,
1410,"Gibert, Henry – cabinetmaker",Gibert,Henry,Henry,,cabinetmaker,,,,,cabinetmaker,,,named,high,
1411,"Gibson, Andrew's wife",Gibson,,,,,wife,Andrew,,,,,,named,high,
1412,"Gibson, Margaret and child",Gibson,Margaret and child,Margaret and child,,,,,,,,,,named,high,
1413,"Gibson, Mary Ann'",Gibson,Mary Ann',Mary Ann',,,,,,,,,,named,high,
1414,"Gibson, Nancy",Gibson,Nancy,Nancy,,,,,,,,,,named,high,
1415,"Gibson, Robert – cabinet maker",Gibson,Robert,Robert,,cabinet maker,,,,,cabinet maker,,,named,high,
1416,Giffiner – see Grissiner,Giffiner,,,,see Grissiner,,,,,see Grissiner,,,named,high,
1417,"Gifm/Gism, Mr..",Gifm/Gism,.,.,Mr,,,,,,,,,named,high,
1418,"Gilbert, George's wife",Gilbert,,,,,wife,George,,,,,,named,high,
1419,"Gilbert, Michael – potter",Gilbert,Michael,Michael,,potter,,,,,potter,,,named,high,
1420,"Gilbert, Ruth",Gilbert,Ruth,Ruth,,,,,,,,,,named,high,
1421,"Gilbert, Sarah – servant",Gilbert,Sarah,Sarah,,servant,servant,,,,servant,,,named,high,
1422,"Gilchrist, James – merchant, Eng.",Gilchrist,James,James,,"merchant, Eng",,,,,"merchant, Eng.",,,named,high,
1423,"Gilfrey, William's wife",Gilfrey,,,,,wife,William,,,,,,named,high,
1424,"Gill, John – tallow chandler, & child",Gill,John,John,,tallow chandler,child,,,,tallow chandler,child,,named,high,
1425,"Gill, Joseph",Gill,Joseph,Joseph,,,,,,,,,,named,high,
1426,"Gill, Sarah",Gill,Sarah,Sarah,,,,,,,,,,named,high,
1427,"Gillingham, John",Gillingham,John,John,,,,,,,,,,named,high,
1428,"Gillingham, Mary – spinster",Gillingham,Mary,Mary,,spinster,,,,,spinster,,,named,high,
